new_file,original_file,classes,class_names,split,source
dataset_000117.jpg,1241531@0_03002_221026_P1_T3__1297.jpg,1,Pet bottle,train,영상추출
dataset_000118.jpg,1321262@0_03002_221028_P1_T3__1076.jpg,1,Pet bottle,train,영상추출
dataset_000119.jpg,1227722@0_03002_221026_P1_T3__7169.jpg,1,Pet bottle,train,영상추출
dataset_000120.jpg,1299519@0_03002_221027_P1_T3__5495.jpg,1,Pet bottle,train,영상추출
dataset_000121.jpg,949365@0_01002_220906_P1_T3__1370.jpg,0,Can,train,영상추출
dataset_000122.jpg,1168594@0_05001_220907_P1_T3__0922.jpg,2,Styrofoam,train,영상추출
dataset_000123.jpg,1308929@0_03002_221028_P1_T3__0452.jpg,1,Pet bottle,train,영상추출
dataset_000124.jpg,1027009@0_01001_221006_P1_T3__1141.jpg,0,Can,train,영상추출
dataset_000125.jpg,1017516@0_01001_221006_P1_T3__0281.jpg,0,Can,train,영상추출
dataset_000126.jpg,1121026@0_03001_220907_P1_T3__0738.jpg,1,Pet bottle,train,영상추출
dataset_000127.jpg,1130745@0_03002_220907_P1_T3__2510.jpg,1,Pet bottle,train,영상추출
dataset_000128.jpg,1226391@0_03002_221026_P1_T3__2196.jpg,1,Pet bottle,train,영상추출
dataset_000129.jpg,1021627@0_01002_220906_P1_T3__1527.jpg,0,Can,train,영상추출
dataset_000130.jpg,1207404@0_03001_221026_P1_T3__6631.jpg,1,Pet bottle,train,영상추출
dataset_000131.jpg,1021865@0_01002_220906_P1_T3__0553.jpg,0,Can,train,영상추출
dataset_000132.jpg,1082942@0_03001_220907_P1_T3__3474.jpg,1,Pet bottle,train,영상추출
dataset_000133.jpg,1209485@0_03001_221026_P1_T3__1774.jpg,1,Pet bottle,train,영상추출
dataset_000134.jpg,1321898@0_03002_221028_P1_T3__0647.jpg,1,Pet bottle,train,영상추출
dataset_000135.jpg,1017610@0_01001_221006_P1_T3__0444.jpg,0,Can,train,영상추출
dataset_000136.jpg,1310079@0_03002_221028_P1_T3__0279.jpg,1,Pet bottle,train,영상추출
dataset_000137.jpg,971808@0_01002_220906_P1_T3__2771.jpg,0,Can,train,영상추출
dataset_000138.jpg,973479@0_03001_220907_P1_T3__0195.jpg,1,Pet bottle,train,영상추출
dataset_000139.jpg,1121414@0_03001_220907_P1_T3__0961.jpg,1,Pet bottle,train,영상추출
dataset_000140.jpg,1246171@0_01001_221110_P1_T3__4410.jpg,0,Can,train,영상추출
dataset_000141.jpg,968268@0_03001_220913_P1_T3__0767.jpg,1,Pet bottle,train,영상추출
dataset_000142.jpg,1123861@0_03001_220907_P1_T3__2187.jpg,1,Pet bottle,train,영상추출
dataset_000143.jpg,1110565@0_03002_220907_P1_T3__1579.jpg,1,Pet bottle,train,영상추출
dataset_000144.jpg,1081432@0_03002_220907_P1_T3__0863.jpg,1,Pet bottle,train,영상추출
dataset_000145.jpg,1212770@0_03002_221026_P1_T3__2193.jpg,1,Pet bottle,train,영상추출
dataset_000146.jpg,1223391@0_03001_221026_P1_T3__0107.jpg,1,Pet bottle,train,영상추출
dataset_000147.jpg,1319504@0_03002_221028_P1_T3__0675.jpg,1,Pet bottle,train,영상추출
dataset_000148.jpg,964954@0_03001_220913_P1_T3__0270.jpg,1,Pet bottle,train,영상추출
dataset_000149.jpg,1315306@0_05001_221020_P1_T3__0125.jpg,2,Styrofoam,train,영상추출
dataset_000150.jpg,1257814@0_01001_221110_P1_T3__3958.jpg,0,Can,train,영상추출
dataset_000151.jpg,1244621@0_01001_221110_P1_T3__2440.jpg,0,Can,train,영상추출
dataset_000152.jpg,973623@0_03001_220907_P1_T3__0334.jpg,1,Pet bottle,train,영상추출
dataset_000153.jpg,1258843@0_01001_221110_P1_T3__4232.jpg,0,Can,train,영상추출
dataset_000154.jpg,1310420@0_03002_221028_P1_T3__0411.jpg,1,Pet bottle,train,영상추출
dataset_000155.jpg,1003903@0_03002_220913_P1_T3__0756.jpg,1,Pet bottle,train,영상추출
dataset_000156.jpg,973611@0_03001_220907_P1_T3__3320.jpg,1,Pet bottle,train,영상추출
dataset_000157.jpg,1166362@0_03001_220907_P1_T3__0664.jpg,1,Pet bottle,train,영상추출
dataset_000158.jpg,1032099@0_01001_221006_P1_T3__0416.jpg,0,Can,train,영상추출
dataset_000159.jpg,1249877@0_01001_221110_P1_T3__0755.jpg,0,Can,train,영상추출
dataset_000160.jpg,997062@0_03002_220907_P1_T3__0585.jpg,1,Pet bottle,train,영상추출
dataset_000161.jpg,945243@0_01002_220906_P1_T3__0868.jpg,0,Can,train,영상추출
dataset_000162.jpg,1188870@0_03001_221026_P1_T3__5999.jpg,1,Pet bottle,train,영상추출
dataset_000163.jpg,1315843@0_05001_221020_P1_T3__1196.jpg,2,Styrofoam,train,영상추출
dataset_000164.jpg,1005768@0_03002_220907_P1_T3__0040.jpg,1,Pet bottle,train,영상추출
dataset_000165.jpg,1037524@0_01001_221006_P1_T3__1839.jpg,0,Can,train,영상추출
dataset_000166.jpg,949626@0_01002_220906_P1_T3__0767.jpg,0,Can,train,영상추출
dataset_000167.jpg,1192933@0_03001_221026_P1_T3__2496.jpg,1,Pet bottle,train,영상추출
dataset_000168.jpg,1257568@0_01001_221110_P1_T3__2665.jpg,0,Can,train,영상추출
dataset_000169.jpg,1017767@0_01001_221006_P1_T3__0442.jpg,0,Can,train,영상추출
dataset_000170.jpg,1117569@0_05001_221006_P1_T3__0153.jpg,2,Styrofoam,train,영상추출
dataset_000171.jpg,1226859@0_01002_221026_P1_T3__1246.jpg,0,Can,train,영상추출
dataset_000172.jpg,1084557@0_03001_220907_P1_T3__2981.jpg,1,Pet bottle,train,영상추출
dataset_000173.jpg,1007722@0_05001_220907_P1_T3__3118.jpg,2,Styrofoam,train,영상추출
dataset_000174.jpg,948163@0_01002_220906_P1_T3__0107.jpg,0,Can,train,영상추출
dataset_000175.jpg,1256491@0_01001_221110_P1_T3__1456.jpg,0,Can,train,영상추출
dataset_000176.jpg,1028791@0_01001_221006_P1_T3__1686.jpg,0,Can,train,영상추출
dataset_000177.jpg,1323341@0_03002_221028_P1_T3__0861.jpg,1,Pet bottle,train,영상추출
dataset_000178.jpg,1157883@0_03001_221026_P1_T3__3281.jpg,1,Pet bottle,train,영상추출
dataset_000179.jpg,1192660@0_03001_221026_P1_T3__3255.jpg,1,Pet bottle,train,영상추출
dataset_000180.jpg,1037333@0_01001_221006_P1_T3__0053.jpg,0,Can,train,영상추출
dataset_000181.jpg,1079328@0_03001_220907_P1_T3__1706.jpg,1,Pet bottle,train,영상추출
dataset_000182.jpg,1314413@0_05001_221020_P1_T3__0566.jpg,2,Styrofoam,train,영상추출
dataset_000183.jpg,967604@0_03001_220907_P1_T3__3365.jpg,1,Pet bottle,train,영상추출
dataset_000184.jpg,945449@0_01002_220906_P1_T3__1181.jpg,0,Can,train,영상추출
dataset_000185.jpg,945516@0_01002_220906_P1_T3__1112.jpg,0,Can,train,영상추출
dataset_000186.jpg,1209071@0_03001_221026_P1_T3__1348.jpg,1,Pet bottle,train,영상추출
dataset_000187.jpg,1245111@0_01001_221110_P1_T3__0967.jpg,0,Can,train,영상추출
dataset_000188.jpg,1206813@0_01001_221006_P1_T3__0523.jpg,0,Can,train,영상추출
dataset_000189.jpg,1040374@0_01001_221006_P1_T3__2241.jpg,0,Can,train,영상추출
dataset_000190.jpg,1040050@0_03001_220913_P1_T3__1094.jpg,1,Pet bottle,train,영상추출
dataset_000191.jpg,1041219@0_05001_220913_P1_T3__1544.jpg,2,Styrofoam,train,영상추출
dataset_000192.jpg,1222649@0_03002_221026_P1_T3__3990.jpg,1,Pet bottle,train,영상추출
dataset_000193.jpg,1302372@0_03002_221028_P1_T3__0573.jpg,1,Pet bottle,train,영상추출
dataset_000194.jpg,966751@0_03002_220907_P1_T3__0079.jpg,1,Pet bottle,train,영상추출
dataset_000195.jpg,1065335@0_03002_220907_P1_T3__1756.jpg,1,Pet bottle,train,영상추출
dataset_000196.jpg,967024@0_03002_220913_P1_T3__0819.jpg,1,Pet bottle,train,영상추출
dataset_000197.jpg,1269850@0_03002_221027_P1_T3__4804.jpg,1,Pet bottle,train,영상추출
dataset_000198.jpg,1197255@0_03001_221026_P1_T3__2172.jpg,1,Pet bottle,train,영상추출
dataset_000199.jpg,942348@0_01002_220906_P1_T3__1662.jpg,0,Can,train,영상추출
dataset_000200.jpg,947433@0_01002_220906_P1_T3__2633.jpg,0,Can,train,영상추출
dataset_000201.jpg,946891@0_01002_220906_P1_T3__2330.jpg,0,Can,train,영상추출
dataset_000202.jpg,1320715@0_03002_221028_P1_T3__1034.jpg,1,Pet bottle,train,영상추출
dataset_000203.jpg,1060364@0_03001_220907_P1_T3__3188.jpg,1,Pet bottle,train,영상추출
dataset_000204.jpg,1312322@0_05001_221020_P1_T3__0709.jpg,2,Styrofoam,train,영상추출
dataset_000205.jpg,1014124@0_01002_220906_P1_T3__1998.jpg,0,Can,train,영상추출
dataset_000206.jpg,975329@0_01002_220906_P1_T3__2719.jpg,0,Can,train,영상추출
dataset_000207.jpg,1158903@0_05001_221026_P1_T3__0805.jpg,2,Styrofoam,train,영상추출
dataset_000208.jpg,1037525@0_01002_221006_P1_T3__0326.jpg,0,Can,train,영상추출
dataset_000209.jpg,1447979@0_01002_221110_P1_T3__1233.jpg,0,Can,train,영상추출
dataset_000210.jpg,1321024@0_03002_221028_P1_T3__0278.jpg,1,Pet bottle,train,영상추출
dataset_000211.jpg,1118486@0_05001_221006_P1_T3__0080.jpg,2,Styrofoam,train,영상추출
dataset_000212.jpg,1350181@0_03002_221026_P1_T3__0548.jpg,1,Pet bottle,train,영상추출
dataset_000213.jpg,980262@0_03002_220907_P1_T3__3300.jpg,1,Pet bottle,train,영상추출
dataset_000214.jpg,1235605@0_03002_221026_P1_T3__6150.jpg,1,Pet bottle,train,영상추출
dataset_000215.jpg,1259239@0_01001_221110_P1_T3__1514.jpg,0,Can,train,영상추출
dataset_000216.jpg,1201043@0_03002_221026_P1_T3__5077.jpg,1,Pet bottle,train,영상추출
dataset_000217.jpg,1303779@0_03002_221028_P1_T3__0141.jpg,1,Pet bottle,train,영상추출
dataset_000218.jpg,949660@0_01002_220906_P1_T3__1091.jpg,0,Can,train,영상추출
dataset_000219.jpg,1207818@0_03001_221026_P1_T3__3642.jpg,1,Pet bottle,train,영상추출
dataset_000220.jpg,1084101@0_03001_221026_P1_T3__2797.jpg,1,Pet bottle,train,영상추출
dataset_000221.jpg,1206651@0_01002_221006_P1_T3__2780.jpg,0,Can,train,영상추출
dataset_000222.jpg,1324386@0_03002_221028_P1_T3__0211.jpg,1,Pet bottle,train,영상추출
dataset_000223.jpg,970852@0_01002_220906_P1_T3__3447.jpg,0,Can,train,영상추출
dataset_000224.jpg,965230@0_03001_220913_P1_T3__0990.jpg,1,Pet bottle,train,영상추출
dataset_000225.jpg,1105694@0_05001_221006_P1_T3__1122.jpg,2,Styrofoam,train,영상추출
dataset_000226.jpg,1311044@0_05001_221020_P1_T3__0022.jpg,2,Styrofoam,train,영상추출
dataset_000227.jpg,1087459@0_01001_221006_P1_T3__0997.jpg,0,Can,train,영상추출
dataset_000228.jpg,1037293@0_01001_221006_P1_T3__1690.jpg,0,Can,train,영상추출
dataset_000229.jpg,983210@0_03001_220907_P1_T3__3129.jpg,1,Pet bottle,train,영상추출
dataset_000230.jpg,1246276@0_01001_221110_P1_T3__0184.jpg,0,Can,train,영상추출
dataset_000231.jpg,1316980@0_05001_221020_P1_T3__1180.jpg,2,Styrofoam,train,영상추출
dataset_000232.jpg,1244015@0_01001_221110_P1_T3__2900.jpg,0,Can,train,영상추출
dataset_000233.jpg,1201057@0_03001_221026_P1_T3__5204.jpg,1,Pet bottle,train,영상추출
dataset_000234.jpg,1176327@0_03001_221026_P1_T3__0276.jpg,1,Pet bottle,train,영상추출
dataset_000235.jpg,1133582@0_03001_221026_P1_T3__5806.jpg,1,Pet bottle,train,영상추출
dataset_000236.jpg,1123662@0_03001_220907_P1_T3__2399.jpg,1,Pet bottle,train,영상추출
dataset_000237.jpg,1003839@0_03002_220913_P1_T3__0382.jpg,1,Pet bottle,train,영상추출
dataset_000238.jpg,1310232@0_03002_221028_P1_T3__0850.jpg,1,Pet bottle,train,영상추출
dataset_000239.jpg,1253019@0_01001_221110_P1_T3__0131.jpg,0,Can,train,영상추출
dataset_000240.jpg,1246965@0_01001_221110_P1_T3__3579.jpg,0,Can,train,영상추출
dataset_000241.jpg,1195270@0_03002_221026_P1_T3__0591.jpg,1,Pet bottle,train,영상추출
dataset_000242.jpg,1041654@0_03002_220907_P1_T3__1582.jpg,1,Pet bottle,train,영상추출
dataset_000243.jpg,1137423@0_03001_221026_P1_T3__1375.jpg,1,Pet bottle,train,영상추출
dataset_000244.jpg,1189398@0_03001_221026_P1_T3__2380.jpg,1,Pet bottle,train,영상추출
dataset_000245.jpg,1087557@0_01001_221006_P1_T3__1230.jpg,0,Can,train,영상추출
dataset_000246.jpg,1323479@0_03002_221028_P1_T3__0563.jpg,1,Pet bottle,train,영상추출
dataset_000247.jpg,1130468@0_03001_220907_P1_T3__2191.jpg,1,Pet bottle,train,영상추출
dataset_000248.jpg,1312808@0_05001_221020_P1_T3__0447.jpg,2,Styrofoam,train,영상추출
dataset_000249.jpg,1156942@0_03001_221026_P1_T3__1977.jpg,1,Pet bottle,train,영상추출
dataset_000250.jpg,1060628@0_03002_220907_P1_T3__3247.jpg,1,Pet bottle,train,영상추출
dataset_000251.jpg,1324269@0_03002_221028_P1_T3__0582.jpg,1,Pet bottle,train,영상추출
dataset_000252.jpg,1155602@0_01001_221006_P1_T3__3344.jpg,0,Can,train,영상추출
dataset_000253.jpg,1032816@0_01001_221006_P1_T3__0373.jpg,0,Can,train,영상추출
dataset_000254.jpg,1311199@0_05001_221020_P1_T3__0740.jpg,2,Styrofoam,train,영상추출
dataset_000255.jpg,1206166@0_03001_221026_P1_T3__0939.jpg,1,Pet bottle,train,영상추출
dataset_000256.jpg,1090130@0_03001_220907_P1_T3__2663.jpg,1,Pet bottle,train,영상추출
dataset_000257.jpg,1318629@0_05001_221020_P1_T3__1122.jpg,2,Styrofoam,train,영상추출
dataset_000258.jpg,1038223@0_01002_221006_P1_T3__1142.jpg,0,Can,train,영상추출
dataset_000259.jpg,1073582@0_05001_220907_P1_T3__1631.jpg,2,Styrofoam,train,영상추출
dataset_000260.jpg,1197977@0_03001_221026_P1_T3__3490.jpg,1,Pet bottle,train,영상추출
dataset_000261.jpg,1103583@0_05001_221006_P1_T3__3257.jpg,2,Styrofoam,train,영상추출
dataset_000262.jpg,1199782@0_03002_221026_P1_T3__2746.jpg,1,Pet bottle,train,영상추출
dataset_000263.jpg,1038387@0_01001_221006_P1_T3__3541.jpg,0,Can,train,영상추출
dataset_000264.jpg,1316093@0_05001_221020_P1_T3__0792.jpg,2,Styrofoam,train,영상추출
dataset_000265.jpg,1065829@0_03002_220907_P1_T3__1211.jpg,1,Pet bottle,train,영상추출
dataset_000266.jpg,1010628@0_01002_220906_P1_T3__0301.jpg,0,Can,train,영상추출
dataset_000267.jpg,1028391@0_01002_221006_P1_T3__0847.jpg,0,Can,train,영상추출
dataset_000268.jpg,949892@0_03001_220913_P1_T3__0023.jpg,1,Pet bottle,train,영상추출
dataset_000269.jpg,1259951@0_01001_221110_P1_T3__2279.jpg,0,Can,train,영상추출
dataset_000270.jpg,1073717@0_03001_220907_P1_T3__1734.jpg,1,Pet bottle,train,영상추출
dataset_000271.jpg,1086082@0_01001_221006_P1_T3__3578.jpg,0,Can,train,영상추출
dataset_000272.jpg,1040577@0_01001_221006_P1_T3__0009.jpg,0,Can,train,영상추출
dataset_000273.jpg,1321226@0_03002_221028_P1_T3__0469.jpg,1,Pet bottle,train,영상추출
dataset_000274.jpg,1244711@0_01001_221110_P1_T3__3028.jpg,0,Can,train,영상추출
dataset_000275.jpg,1087276@0_01001_221006_P1_T3__0741.jpg,0,Can,train,영상추출
dataset_000276.jpg,1085905@0_01001_221006_P1_T3__0295.jpg,0,Can,train,영상추출
dataset_000277.jpg,1040716@0_01001_221006_P1_T3__3302.jpg,0,Can,train,영상추출
